Name,Age,Salary,Department,Joined_Date,Performance
Employee_v3_035,41.0,forty thousand,Procurement,2016-11-26,Good
Employee_v3_036,,4290479,Sales,2023-05-13,Good
Employee_v3_037,,sixty-five hundred thousand,Logistics,2015-03-06,Good
Employee_v3_038,43.0,7984241,Sales,2020-05-15,Poor
Employee_v3_039,30.0,forty thousand,Logistics,2024-12-21,Good
Employee_v3_040,41.0,7386635,Logistics,2023-09-22,Good
Employee_v3_041,33.0,forty thousand,Sales,2024-08-26,Good
Employee_v3_042,36.0,sixty-five hundred thousand,Sales,2024-07-30,Poor
Employee_v3_043,,8319589,Sales,2015-05-24,Good
Employee_v3_044,,sixty-five hundred thousand,Customer Service,2021-01-09,Good
Employee_v3_045,27.0,sixty-five hundred thousand,Customer Service,2022-02-27,Poor
Employee_v3_046,42.0,,Procurement,2023-08-02,Good
Employee_v3_047,45.0,forty thousand,Logistics,2015-04-17,Good
Employee_v3_048,,sixty-five hundred thousand,Sales,2018-05-10,Poor
Employee_v3_049,,sixty-five hundred thousand,Procurement,2016-11-16,Good
Employee_v3_050,,sixty-five hundred thousand,Customer Service,2021-09-14,Good
Employee_v3_051,25.0,8657587,Procurement,2023-11-12,Good
Employee_v3_052,34.0,forty thousand,Procurement,2023-10-15,Poor
Employee_v3_053,43.0,forty thousand,Logistics,2024-02-17,Poor
Employee_v3_054,,5619892,Logistics,2024-12-24,Good
Employee_v3_055,29.0,sixty-five hundred thousand,Sales,2015-12-05,Poor
Employee_v3_056,,sixty-five hundred thousand,Logistics,2015-03-05,Poor
Employee_v3_057,24.0,forty thousand,Logistics,2019-11-15,Poor
Employee_v3_058,26.0,,Procurement,2023-01-02,Poor
Employee_v3_059,45.0,forty thousand,Procurement,2018-05-03,Good
Employee_v3_060,,4581235,Logistics,2024-05-03,Poor
Employee_v3_061,36.0,forty thousand,Procurement,2023-10-04,Good
Employee_v3_062,,,Procurement,2016-10-07,Good
Employee_v3_063,,forty thousand,Customer Service,2020-05-15,Poor
Employee_v3_064,,4048495,Sales,2018-08-27,Good
Employee_v3_065,40.0,sixty-five hundred thousand,Sales,2017-05-11,Good
Employee_v3_066,,forty thousand,Procurement,2016-03-08,Poor
Employee_v3_067,43.0,forty thousand,Sales,2017-04-05,Poor
Employee_v3_068,32.0,forty thousand,Logistics,2017-10-07,Good
Employee_v3_069,,sixty-five hundred thousand,Procurement,2022-08-26,Good
Employee_v3_070,32.0,sixty-five hundred thousand,Procurement,2017-09-17,Good
Employee_v3_071,,4901273,Procurement,2022-08-07,Poor
Employee_v3_072,34.0,,Customer Service,2017-01-31,Good
Employee_v3_073,,,Sales,2017-01-02,Poor
Employee_v3_074,,sixty-five hundred thousand,Sales,2021-01-05,Poor
Employee_v3_075,,forty thousand,Logistics,2020-08-23,Good
Employee_v3_076,36.0,,Procurement,2015-05-08,Good
Employee_v3_077,,4013412,Procurement,2019-04-21,Poor
Employee_v3_078,,7817134,Customer Service,2024-09-08,Good
Employee_v3_079,,forty thousand,Logistics,2022-12-16,Good
Employee_v3_080,,sixty-five hundred thousand,Sales,2024-07-02,Poor
Employee_v3_081,27.0,sixty-five hundred thousand,Sales,2018-05-17,Good
Employee_v3_082,,6138376,Procurement,2018-05-07,Good
Employee_v3_083,37.0,,Logistics,2015-06-23,Poor
Employee_v3_084,39.0,forty thousand,Logistics,2024-05-03,Poor
Employee_v3_085,30.0,8317011,Procurement,2022-07-30,Good
Employee_v3_086,,sixty-five hundred thousand,Logistics,2018-07-31,Poor
Employee_v3_087,,6679781,Logistics,2015-02-18,Poor
Employee_v3_088,,sixty-five hundred thousand,Customer Service,2016-03-17,Good
Employee_v3_089,,sixty-five hundred thousand,Logistics,2018-04-03,Good
Employee_v3_090,24.0,5915147,Logistics,2015-07-22,Poor
Employee_v3_091,,4583334,Procurement,2022-09-05,Good
Employee_v3_092,37.0,sixty-five hundred thousand,Procurement,2024-08-13,Good
Employee_v3_093,27.0,7325227,Customer Service,2019-08-13,Good
Employee_v3_094,28.0,forty thousand,Procurement,2017-12-11,Good
Employee_v3_095,,sixty-five hundred thousand,Logistics,2023-12-10,Good
Employee_v3_096,28.0,,Customer Service,2020-03-26,Good
Employee_v3_097,26.0,forty thousand,Customer Service,2019-12-12,Good
Employee_v3_098,42.0,,Customer Service,2018-06-20,Good
Employee_v3_099,26.0,sixty-five hundred thousand,Logistics,2019-05-05,Good
Employee_v3_100,26.0,sixty-five hundred thousand,Procurement,2022-06-25,Poor
Employee_v3_101,31.0,,Logistics,2022-05-26,Poor
Employee_v3_102,,,Sales,2023-04-30,Poor
Employee_v3_103,37.0,sixty-five hundred thousand,Sales,2017-04-10,Poor
Employee_v3_104,39.0,,Logistics,2022-01-28,Good
Employee_v3_105,,sixty-five hundred thousand,Procurement,2023-11-26,Poor
Employee_v3_106,28.0,,Procurement,2016-05-16,Poor
Employee_v3_107,45.0,forty thousand,Sales,2021-10-13,Poor
Employee_v3_108,,forty thousand,Logistics,2018-07-14,Poor
Employee_v3_109,34.0,sixty-five hundred thousand,Sales,2021-12-14,Good
Employee_v3_110,,forty thousand,Logistics,2018-07-27,Good
Employee_v3_111,29.0,,Logistics,2018-04-16,Poor
Employee_v3_112,28.0,sixty-five hundred thousand,Customer Service,2018-05-31,Good
Employee_v3_113,44.0,forty thousand,Sales,2024-09-18,Good
Employee_v3_114,31.0,7648162,Customer Service,2015-10-14,Good
Employee_v3_115,,sixty-five hundred thousand,Procurement,2020-02-06,Good
Employee_v3_116,44.0,,Customer Service,2017-10-19,Poor
Employee_v3_117,,,Procurement,2018-11-17,Good
Employee_v3_118,33.0,forty thousand,Sales,2019-09-28,Poor
Employee_v3_119,27.0,4572669,Customer Service,2022-04-05,Good
Employee_v3_120,24.0,sixty-five hundred thousand,Logistics,2022-01-17,Poor
Employee_v3_121,45.0,4580687,Logistics,2015-08-14,Good
Employee_v3_122,36.0,,Logistics,2018-11-16,Poor
Employee_v3_123,,5789189,Logistics,2022-01-04,Poor
Employee_v3_124,30.0,sixty-five hundred thousand,Sales,2017-09-23,Poor
Employee_v3_125,,,Customer Service,2021-03-27,Poor
Employee_v3_126,24.0,sixty-five hundred thousand,Logistics,2024-12-17,Poor
Employee_v3_127,,sixty-five hundred thousand,Customer Service,2018-11-08,Good
Employee_v3_128,25.0,4760224,Sales,2019-08-03,Poor
Employee_v3_129,24.0,sixty-five hundred thousand,Procurement,2018-03-27,Poor
Employee_v3_130,,forty thousand,Logistics,2021-03-08,Good
Employee_v3_131,31.0,forty thousand,Customer Service,2016-03-21,Good
Employee_v3_132,33.0,forty thousand,Logistics,2024-11-26,Poor
Employee_v3_133,,,Customer Service,2018-03-26,Good
Employee_v3_134,,sixty-five hundred thousand,Procurement,2017-02-10,Good
Employee_v3_135,38.0,8362749,Logistics,2019-09-27,Poor
Employee_v3_136,,5455494,Procurement,2021-04-19,Poor
Employee_v3_137,,forty thousand,Procurement,2018-02-09,Good
Employee_v3_138,31.0,sixty-five hundred thousand,Procurement,2024-06-15,Good
Employee_v3_139,,,Customer Service,2018-01-17,Poor
Employee_v3_140,,4373195,Sales,2017-07-05,Poor
Employee_v3_141,24.0,forty thousand,Logistics,2022-05-11,Good
Employee_v3_142,27.0,,Sales,2024-08-16,Poor
Employee_v3_143,,forty thousand,Procurement,2019-06-10,Good
Employee_v3_144,27.0,,Procurement,2016-09-28,Poor
Employee_v3_145,,sixty-five hundred thousand,Logistics,2024-04-18,Good
Employee_v3_146,,,Logistics,2024-04-26,Good
Employee_v3_147,39.0,,Customer Service,2019-10-14,Good
Employee_v3_148,,sixty-five hundred thousand,Procurement,2023-08-12,Good
Employee_v3_149,,forty thousand,Sales,2022-03-08,Poor
Employee_v3_150,26.0,sixty-five hundred thousand,Customer Service,2016-08-20,Good
Employee_v3_151,25.0,8305742,Logistics,2017-09-27,Good
Employee_v3_152,,4477941,Customer Service,2024-03-08,Poor
Employee_v3_153,37.0,4430253,Logistics,2016-04-09,Good
Employee_v3_154,37.0,forty thousand,Logistics,2019-02-15,Good
Employee_v3_155,35.0,,Logistics,2016-07-29,Poor
Employee_v3_156,45.0,,Procurement,2018-09-19,Poor
Employee_v3_157,44.0,,Procurement,2020-12-27,Good
Employee_v3_158,31.0,5891147,Customer Service,2020-05-09,Good
Employee_v3_159,38.0,8429798,Customer Service,2018-10-27,Good
Employee_v3_160,44.0,,Customer Service,2023-09-07,Poor
Employee_v3_161,,6512326,Procurement,2022-11-22,Poor
Employee_v3_162,,,Sales,2016-10-22,Poor
Employee_v3_163,,sixty-five hundred thousand,Procurement,2020-02-07,Good
Employee_v3_164,28.0,8190094,Customer Service,2019-05-26,Poor
Employee_v3_165,,forty thousand,Procurement,2020-05-18,Good
Employee_v3_166,30.0,sixty-five hundred thousand,Logistics,2024-05-20,Poor
Employee_v3_167,28.0,sixty-five hundred thousand,Customer Service,2024-03-11,Good
Employee_v3_168,,,Procurement,2015-08-20,Poor
Employee_v3_169,31.0,forty thousand,Sales,2016-05-17,Poor
Employee_v3_170,33.0,forty thousand,Procurement,2018-10-18,Good
Employee_v3_171,,,Sales,2020-04-14,Good
Employee_v3_172,38.0,forty thousand,Procurement,2016-05-20,Poor
Employee_v3_173,,,Customer Service,2023-03-14,Good
Employee_v3_174,,5646601,Customer Service,2024-03-19,Poor
Employee_v3_175,42.0,,Logistics,2016-02-01,Good
Employee_v3_176,,7819282,Logistics,2018-07-03,Good
Employee_v3_177,25.0,,Logistics,2018-11-11,Good
Employee_v3_178,,forty thousand,Customer Service,2018-09-21,Poor
Employee_v3_179,37.0,sixty-five hundred thousand,Sales,2016-11-09,Good
Employee_v3_180,25.0,sixty-five hundred thousand,Sales,2018-11-02,Poor
Employee_v3_181,,,Customer Service,2023-03-21,Good
Employee_v3_182,44.0,5128542,Logistics,2018-09-05,Good
Employee_v3_183,,sixty-five hundred thousand,Logistics,2017-10-10,Good
Employee_v3_184,31.0,,Procurement,2019-05-10,Poor
Employee_v3_185,,8523038,Sales,2022-01-20,Poor
Employee_v3_186,,sixty-five hundred thousand,Procurement,2015-01-18,Good
Employee_v3_187,,8950861,Logistics,2019-10-11,Good
Employee_v3_188,36.0,sixty-five hundred thousand,Procurement,2020-09-07,Good
Employee_v3_189,26.0,sixty-five hundred thousand,Procurement,2019-06-03,Good
Employee_v3_190,29.0,sixty-five hundred thousand,Logistics,2016-10-18,Good
Employee_v3_191,24.0,8816994,Sales,2022-06-25,Good
Employee_v3_192,,forty thousand,Customer Service,2017-10-28,Good
Employee_v3_193,43.0,,Customer Service,2021-06-11,Poor
Employee_v3_194,26.0,forty thousand,Logistics,2020-03-18,Poor
Employee_v3_195,,forty thousand,Customer Service,2024-01-07,Good
Employee_v3_196,,,Sales,2024-01-14,Poor
Employee_v3_197,,sixty-five hundred thousand,Procurement,2022-03-20,Poor
Employee_v3_198,24.0,,Procurement,2021-01-11,Good
Employee_v3_199,25.0,,Logistics,2021-01-20,Poor
Employee_v3_200,,,Procurement,2021-12-23,Good
Employee_v3_201,,forty thousand,Logistics,2016-08-05,Good
Employee_v3_202,,7375263,Logistics,2016-07-25,Poor
Employee_v3_203,,,Logistics,2015-11-04,Good
Employee_v3_204,42.0,,Logistics,2020-07-17,Poor
Employee_v3_205,,sixty-five hundred thousand,Procurement,2017-11-17,Poor
Employee_v3_206,,5605440,Procurement,2015-03-19,Good
Employee_v3_207,,forty thousand,Customer Service,2023-03-18,Poor
Employee_v3_208,,5027434,Sales,2023-06-23,Poor
Employee_v3_209,25.0,sixty-five hundred thousand,Procurement,2015-05-23,Good
Employee_v3_210,33.0,,Customer Service,2017-01-27,Poor
Employee_v3_211,,forty thousand,Customer Service,2022-05-23,Good
Employee_v3_212,,,Customer Service,2015-10-23,Poor
Employee_v3_213,37.0,forty thousand,Sales,2023-11-02,Poor
Employee_v3_214,25.0,6442155,Customer Service,2024-11-08,Good
Employee_v3_215,,sixty-five hundred thousand,Sales,2020-07-24,Good
Employee_v3_216,34.0,,Customer Service,2019-04-07,Poor
Employee_v3_217,31.0,4211394,Sales,2024-10-31,Poor
Employee_v3_218,,,Sales,2024-09-27,Good
Employee_v3_219,32.0,sixty-five hundred thousand,Sales,2024-02-16,Poor
Employee_v3_220,41.0,sixty-five hundred thousand,Procurement,2019-05-29,Poor
Employee_v3_221,,4994979,Procurement,2018-07-17,Good
Employee_v3_222,,6364059,Sales,2017-03-01,Good
Employee_v3_223,30.0,forty thousand,Customer Service,2020-04-15,Good
Employee_v3_224,39.0,sixty-five hundred thousand,Logistics,2015-06-27,Good
Employee_v3_225,,forty thousand,Logistics,2019-08-05,Good
Employee_v3_226,31.0,forty thousand,Sales,2016-03-25,Poor
Employee_v3_227,28.0,,Customer Service,2018-09-14,Poor
Employee_v3_228,,6713848,Sales,2024-05-23,Good
Employee_v3_229,,forty thousand,Sales,2018-05-29,Poor
Employee_v3_230,40.0,4203116,Procurement,2021-11-28,Good
Employee_v3_231,45.0,sixty-five hundred thousand,Procurement,2023-05-24,Poor
Employee_v3_232,,5063159,Sales,2021-12-18,Poor
Employee_v3_233,34.0,sixty-five hundred thousand,Logistics,2015-01-01,Poor
Employee_v3_234,29.0,forty thousand,Procurement,2018-09-28,Poor
Employee_v3_235,,forty thousand,Procurement,2019-08-16,Poor
Employee_v3_236,42.0,,Procurement,2022-05-22,Good
Employee_v3_237,27.0,6635125,Sales,2019-11-28,Poor
Employee_v3_238,,sixty-five hundred thousand,Procurement,2021-06-26,Poor
Employee_v3_239,,sixty-five hundred thousand,Sales,2023-04-27,Poor
Employee_v3_240,,forty thousand,Sales,2017-07-04,Poor
Employee_v3_241,,forty thousand,Sales,2018-01-28,Poor
Employee_v3_242,,7049742,Logistics,2022-09-30,Good
Employee_v3_243,,sixty-five hundred thousand,Logistics,2023-05-11,Good
Employee_v3_244,,,Logistics,2016-12-09,Good
Employee_v3_245,29.0,sixty-five hundred thousand,Customer Service,2021-12-29,Good
Employee_v3_246,26.0,7824764,Customer Service,2019-11-19,Good
Employee_v3_247,25.0,8465775,Logistics,2015-09-18,Poor
Employee_v3_248,,7416562,Logistics,2016-03-31,Poor
Employee_v3_249,31.0,8486508,Sales,2024-07-15,Poor
Employee_v3_250,24.0,forty thousand,Sales,2017-06-20,Good
Employee_v3_251,,sixty-five hundred thousand,Logistics,2020-01-29,Good
Employee_v3_252,35.0,sixty-five hundred thousand,Sales,2021-07-10,Good
Employee_v3_253,,,Sales,2017-11-23,Poor
Employee_v3_254,,6502864,Customer Service,2022-06-02,Good
Employee_v3_255,35.0,8038197,Logistics,2024-05-04,Poor
Employee_v3_256,37.0,,Logistics,2015-04-20,Good
Employee_v3_257,,,Procurement,2021-07-15,Good
Employee_v3_258,,4675676,Customer Service,2016-12-02,Good
Employee_v3_259,,forty thousand,Customer Service,2023-05-31,Good
Employee_v3_260,,forty thousand,Customer Service,2015-11-10,Poor
Employee_v3_261,,4939251,Customer Service,2020-09-16,Good
Employee_v3_262,27.0,4190994,Sales,2016-12-19,Good
Employee_v3_263,34.0,5958863,Logistics,2018-03-02,Poor
Employee_v3_264,,sixty-five hundred thousand,Procurement,2021-06-29,Good
Employee_v3_265,,forty thousand,Customer Service,2023-02-10,Poor
Employee_v3_266,31.0,,Customer Service,2018-10-20,Good
Employee_v3_267,,7640682,Customer Service,2017-11-16,Poor
Employee_v3_268,37.0,,Sales,2023-11-01,Poor
Employee_v3_269,30.0,sixty-five hundred thousand,Customer Service,2018-01-16,Good
Employee_v3_270,,forty thousand,Logistics,2024-06-25,Poor
Employee_v3_271,31.0,sixty-five hundred thousand,Logistics,2023-04-11,Poor
Employee_v3_272,,,Logistics,2016-04-17,Good
Employee_v3_273,37.0,,Procurement,2022-05-16,Good
Employee_v3_274,,forty thousand,Logistics,2018-01-15,Good
Employee_v3_275,26.0,,Sales,2019-04-21,Good
Employee_v3_276,43.0,forty thousand,Sales,2023-07-26,Poor
Employee_v3_277,27.0,4446394,Customer Service,2023-09-22,Poor
Employee_v3_278,,forty thousand,Procurement,2018-09-02,Poor
Employee_v3_279,24.0,,Logistics,2021-08-07,Poor
Employee_v3_280,36.0,forty thousand,Sales,2015-01-03,Poor
Employee_v3_281,45.0,,Sales,2023-03-09,Good
Employee_v3_282,44.0,forty thousand,Customer Service,2019-05-18,Good
Employee_v3_283,44.0,8188441,Procurement,2021-08-24,Good
Employee_v3_284,,forty thousand,Logistics,2022-10-10,Poor
Employee_v3_285,27.0,,Sales,2024-04-08,Good
Employee_v3_286,30.0,forty thousand,Customer Service,2021-09-25,Poor
Employee_v3_287,34.0,sixty-five hundred thousand,Sales,2022-07-24,Good
Employee_v3_288,,4951138,Logistics,2021-06-08,Poor
Employee_v3_289,42.0,forty thousand,Sales,2020-03-17,Good
Employee_v3_290,,forty thousand,Procurement,2017-08-23,Poor
Employee_v3_291,,5129943,Logistics,2018-04-22,Good
Employee_v3_292,,forty thousand,Procurement,2020-09-20,Good
Employee_v3_293,,forty thousand,Customer Service,2023-07-26,Good
Employee_v3_294,37.0,forty thousand,Sales,2020-04-06,Poor
Employee_v3_295,,forty thousand,Logistics,2018-06-26,Poor
Employee_v3_296,44.0,forty thousand,Sales,2018-01-18,Poor
Employee_v3_297,,sixty-five hundred thousand,Procurement,2017-11-20,Good
Employee_v3_298,,sixty-five hundred thousand,Customer Service,2024-06-20,Good
Employee_v3_299,37.0,forty thousand,Procurement,2021-03-17,Good
Employee_v3_300,40.0,6719759,Customer Service,2022-08-24,Poor
Employee_v3_301,,sixty-five hundred thousand,Sales,2015-10-01,Poor
Employee_v3_302,,forty thousand,Sales,2020-10-15,Poor
Employee_v3_303,,forty thousand,Procurement,2023-09-01,Good
Employee_v3_304,37.0,sixty-five hundred thousand,Sales,2019-11-12,Good
Employee_v3_305,,sixty-five hundred thousand,Logistics,2016-11-27,Good
Employee_v3_306,,7916537,Sales,2017-12-15,Good
Employee_v3_307,41.0,sixty-five hundred thousand,Customer Service,2020-10-10,Poor
Employee_v3_308,44.0,sixty-five hundred thousand,Customer Service,2021-05-23,Poor
Employee_v3_309,,forty thousand,Customer Service,2015-03-01,Good
Employee_v3_310,41.0,sixty-five hundred thousand,Sales,2015-10-12,Good
Employee_v3_311,,sixty-five hundred thousand,Procurement,2021-07-29,Good
Employee_v3_312,26.0,sixty-five hundred thousand,Procurement,2018-01-02,Poor
Employee_v3_313,,,Customer Service,2020-06-27,Good
Employee_v3_314,,,Customer Service,2016-12-15,Good
Employee_v3_315,37.0,,Logistics,2020-08-02,Good
Employee_v3_316,,6930159,Sales,2021-06-27,Good
Employee_v3_317,,sixty-five hundred thousand,Customer Service,2020-09-29,Good
Employee_v3_318,,forty thousand,Customer Service,2018-04-22,Good
Employee_v3_319,32.0,7386035,Procurement,2023-12-24,Good
Employee_v3_320,42.0,forty thousand,Customer Service,2023-06-06,Poor
Employee_v3_321,26.0,forty thousand,Customer Service,2017-02-24,Poor
Employee_v3_322,,,Customer Service,2022-09-16,Good
Employee_v3_323,44.0,sixty-five hundred thousand,Customer Service,2020-10-01,Good
Employee_v3_324,25.0,,Logistics,2018-04-21,Good
Employee_v3_325,,4358650,Customer Service,2018-12-31,Good
Employee_v3_326,,sixty-five hundred thousand,Logistics,2019-08-30,Poor
Employee_v3_327,,4097430,Logistics,2015-04-11,Good
Employee_v3_328,,,Sales,2022-07-15,Good
Employee_v3_329,29.0,forty thousand,Sales,2018-10-05,Good
Employee_v3_330,,sixty-five hundred thousand,Procurement,2022-09-13,Good
Employee_v3_331,,forty thousand,Sales,2015-03-05,Good
Employee_v3_332,28.0,forty thousand,Customer Service,2015-02-07,Good
Employee_v3_333,,6243176,Logistics,2021-06-13,Good
Employee_v3_334,,sixty-five hundred thousand,Sales,2022-06-29,Poor
Employee_v3_335,,sixty-five hundred thousand,Logistics,2018-06-22,Good
Employee_v3_336,,sixty-five hundred thousand,Sales,2017-05-31,Good
Employee_v3_337,,sixty-five hundred thousand,Sales,2017-03-04,Good
Employee_v3_338,,6826279,Procurement,2015-09-27,Good
Employee_v3_339,45.0,6076225,Customer Service,2023-12-14,Poor
Employee_v3_340,,7239420,Procurement,2020-04-12,Poor
Employee_v3_341,40.0,forty thousand,Sales,2022-02-19,Good
Employee_v3_342,,forty thousand,Procurement,2017-04-13,Good
Employee_v3_343,29.0,,Procurement,2017-05-01,Poor
Employee_v3_344,31.0,4572613,Customer Service,2018-04-26,Poor
Employee_v3_345,,6517959,Customer Service,2016-12-16,Good
Employee_v3_346,,5537966,Customer Service,2017-05-03,Good
Employee_v3_347,,,Customer Service,2024-03-12,Poor
Employee_v3_348,31.0,forty thousand,Sales,2024-04-11,Good
Employee_v3_349,30.0,,Logistics,2018-10-23,Good
Employee_v3_350,35.0,,Sales,2015-11-21,Poor
Employee_v3_351,26.0,forty thousand,Sales,2021-07-21,Good
Employee_v3_352,43.0,,Sales,2018-03-11,Poor
Employee_v3_353,,5018532,Sales,2020-12-23,Poor
Employee_v3_354,,,Logistics,2017-05-24,Good
Employee_v3_355,41.0,sixty-five hundred thousand,Logistics,2017-11-09,Good
Employee_v3_356,25.0,forty thousand,Procurement,2024-05-06,Poor
Employee_v3_357,,8488165,Sales,2018-06-21,Good
Employee_v3_358,30.0,8811115,Sales,2017-02-04,Good
Employee_v3_359,,,Logistics,2015-06-13,Poor
Employee_v3_360,45.0,sixty-five hundred thousand,Sales,2021-09-21,Good
Employee_v3_361,,,Sales,2024-02-12,Poor
Employee_v3_362,45.0,forty thousand,Procurement,2021-11-01,Poor
Employee_v3_363,,sixty-five hundred thousand,Sales,2019-06-18,Poor
Employee_v3_364,27.0,forty thousand,Sales,2016-06-03,Poor
Employee_v3_365,,,Sales,2024-04-04,Poor
Employee_v3_366,,,Customer Service,2017-01-12,Poor
Employee_v3_367,,,Procurement,2021-05-12,Good
Employee_v3_368,,6554282,Sales,2024-02-25,Poor
Employee_v3_369,44.0,,Sales,2018-11-06,Poor
Employee_v3_370,,7915187,Procurement,2016-01-30,Poor
Employee_v3_371,26.0,sixty-five hundred thousand,Customer Service,2015-07-27,Good
Employee_v3_372,37.0,,Sales,2019-04-09,Poor
Employee_v3_373,,forty thousand,Procurement,2024-12-17,Good
Employee_v3_374,30.0,forty thousand,Logistics,2021-10-11,Good
Employee_v3_375,34.0,sixty-five hundred thousand,Sales,2018-02-19,Good
Employee_v3_376,30.0,,Customer Service,2015-03-12,Poor
Employee_v3_377,41.0,6505930,Sales,2018-01-22,Poor
Employee_v3_378,,,Logistics,2023-07-13,Poor
Employee_v3_379,37.0,forty thousand,Sales,2024-05-23,Good
Employee_v3_380,27.0,,Customer Service,2021-01-15,Good
Employee_v3_381,41.0,sixty-five hundred thousand,Customer Service,2021-05-13,Poor
Employee_v3_382,,,Procurement,2023-12-21,Good
Employee_v3_383,32.0,forty thousand,Sales,2016-08-24,Poor
Employee_v3_384,,5184759,Customer Service,2023-10-31,Good
Employee_v3_385,39.0,,Sales,2021-07-02,Poor
Employee_v3_386,43.0,forty thousand,Procurement,2018-09-28,Poor
Employee_v3_387,40.0,sixty-five hundred thousand,Logistics,2017-08-16,Good
Employee_v3_388,,7088112,Sales,2021-01-24,Poor
Employee_v3_389,,8620223,Logistics,2016-04-03,Poor
Employee_v3_390,32.0,sixty-five hundred thousand,Procurement,2015-08-10,Poor
Employee_v3_391,,,Procurement,2018-12-06,Poor
Employee_v3_392,43.0,,Procurement,2020-09-19,Good
Employee_v3_393,,7316533,Procurement,2016-09-13,Poor
Employee_v3_394,43.0,6407335,Customer Service,2018-05-04,Good
Employee_v3_395,,7404915,Customer Service,2021-12-25,Poor
Employee_v3_396,,forty thousand,Procurement,2022-11-24,Good
Employee_v3_397,44.0,sixty-five hundred thousand,Procurement,2024-08-30,Poor
Employee_v3_398,25.0,forty thousand,Sales,2015-07-28,Good
Employee_v3_399,26.0,sixty-five hundred thousand,Sales,2019-10-22,Good
Employee_v3_400,43.0,8355264,Customer Service,2016-02-10,Good
Employee_v3_401,,sixty-five hundred thousand,Procurement,2024-02-11,Poor
Employee_v3_402,,4600021,Procurement,2019-06-28,Poor
Employee_v3_403,24.0,forty thousand,Logistics,2015-02-11,Good
Employee_v3_404,38.0,6282303,Logistics,2015-06-25,Good
Employee_v3_405,,,Procurement,2020-09-08,Poor
Employee_v3_406,45.0,8326926,Sales,2023-08-16,Poor
Employee_v3_407,44.0,8269542,Procurement,2022-01-02,Poor
Employee_v3_408,,4674218,Customer Service,2019-11-28,Good
Employee_v3_409,,forty thousand,Procurement,2021-08-27,Good
Employee_v3_410,26.0,sixty-five hundred thousand,Logistics,2024-09-09,Good
Employee_v3_411,,forty thousand,Logistics,2018-10-06,Good
Employee_v3_412,34.0,6468994,Logistics,2021-02-21,Good
Employee_v3_413,,forty thousand,Customer Service,2019-10-01,Good
Employee_v3_414,,sixty-five hundred thousand,Logistics,2017-07-04,Good
Employee_v3_415,45.0,forty thousand,Logistics,2017-08-02,Good
Employee_v3_416,30.0,5746074,Procurement,2017-09-25,Poor
Employee_v3_417,43.0,8030244,Procurement,2017-07-08,Poor
Employee_v3_418,,forty thousand,Customer Service,2024-09-12,Poor
Employee_v3_419,37.0,,Procurement,2022-01-27,Good
Employee_v3_420,40.0,,Customer Service,2020-10-06,Good
Employee_v3_421,,,Logistics,2024-08-23,Poor
Employee_v3_422,,6719781,Customer Service,2016-01-04,Poor
Employee_v3_423,,,Procurement,2018-03-19,Good
Employee_v3_424,44.0,4852563,Procurement,2017-08-11,Poor
Employee_v3_425,,sixty-five hundred thousand,Logistics,2020-04-24,Poor
